News,Tag,NewsLink,Extracted_tokens
Peope behaving abnormally in China due to coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=peope-behaving-abnormally-in-china-due-to-coronavirus,"['peope', 'behaving', 'china']"
WHO Calls for Isolation of China due to the Corona Virus?,FALSE,https://www.poynter.org/?ifcn_misinformation=who-calls-for-isolation-of-china-due-to-the-corona-virus,"['isolation', 'china', 'virus', 'calls']"
Original publication claims that Macedonian citizens are afraid to order from AliExpress because in this way coronavirus is transmitted.,FALSE,https://www.poynter.org/?ifcn_misinformation=original-publication-claims-that-macedonian-citizens-are-afraid-to-order-from-aliexpress-because-in-this-way-coronavirus-is-transmitted,"['citizen', 'publication', 'order', 'aliexpress', 'way', 'transmitted']"
“coronavirus epidemy in Poland”,False headline,https://www.poynter.org/?ifcn_misinformation=coronavirus-epidemy-in-poland,"['epidemy', 'poland']"
Fake News Of coronavirus Infecting Boiler Chicken.,FALSE,https://www.poynter.org/?ifcn_misinformation=fake-news-of-coronavirus-infecting-boiler-chicken,"['fake', 'news', 'infecting', 'boiler', 'chicken']"
Dettol sanitizer can kill coronavirus. The company knew about the coronavirus back in 2019.,Misleading,https://www.poynter.org/?ifcn_misinformation=dettol-sanitizer-can-kill-coronavirus-the-company-knew-about-the-coronavirus-back-in-2019,"['dettol', 'sanitizer', 'kill', 'company', 'knew']"
Label in disinfectant ensures that the new coronavirus strain is not new.,FALSE,https://www.poynter.org/?ifcn_misinformation=label-in-disinfectant-ensures-that-the-new-coronavirus-strain-is-not-new,"['label', 'disinfectant', 'strain', 'ensures']"
Chinese PM visited mosque following coronavirus outbreak.,FALSE,https://www.poynter.org/?ifcn_misinformation=chinese-pm-visited-mosque-following-coronavirus-outbreak,"['pm', 'visited', 'mosque', 'following', 'outbreak']"
A picture show people in China fainted on the Street after they got infected of the coronavirus,FALSE,https://www.poynter.org/?ifcn_misinformation=a-picture-show-people-in-china-fainted-on-the-street-after-they-got-infected-of-the-coronavirus,"['peopl', 'picture', 'show', 'china', 'fainted', 'street', 'got']"
Children under 8 are immune to the novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=children-under-8-are-immune-to-the-novel-coronavirus,"['children', 'immune', 'novel']"
"Weed, slang for the cannabis plant, can “kill coronavirus.”",FALSE,https://www.poynter.org/?ifcn_misinformation=weed-slang-for-the-cannabis-plant-can-kill-coronavirus,"['weed', 'slang', 'cannabis', 'plant', 'kill']"
Can cow urine cure coronavirus?,Misleading,https://www.poynter.org/?ifcn_misinformation=can-cow-urine-cure-coronavirus,"['cow', 'cure']"
"Confirmed case of coronavirus found in Shaheen Bagh, Delhi.",Misleading,https://www.poynter.org/?ifcn_misinformation=confirmed-case-of-coronavirus-found-in-shaheen-bagh-delhi,"['confirmed', 'case', 'found', 'shaheen', 'bagh', 'delhi']"
Doctors confirm that the novel coronavirus may arrive in Brazil through AliExpress packages.,FALSE,https://www.poynter.org/?ifcn_misinformation=doctors-confirm-that-the-novel-coronavirus-may-arrive-in-brazil-through-aliexpress-packages,"['doctor', 'packag', 'novel', 'arrive', 'brazil', 'aliexpress']"
2019 novel coronavirus can be cured by one bowl of freshly boiled garlic.,FALSE,https://www.poynter.org/?ifcn_misinformation=2019-novel-coronavirus-can-be-cured-by-one-bowl-of-freshly-boiled-garlic,"['novel', 'cured', 'bowl', 'boiled']"
Videos of Pigs being buried in China due to the coronavirus outbreak.,FALSE,https://www.poynter.org/?ifcn_misinformation=videos-of-pigs-being-buried-in-china-due-to-the-coronavirus-outbreak,"['videos', 'pigs', 'buried', 'china', 'outbreak']"
Coronavirus is caused by bat soup.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-is-caused-by-bat-soup,"['caused', 'bat', 'soup']"
"1. Chinese Prime Minister Li Keqiang visited a mosque and seek protection to the country from coronavirus. 
2. Chinese president Xi Jinping visited a mosque in China after realizing the fact that only Allah can save China from this epidemic.",FALSE,https://www.poynter.org/?ifcn_misinformation=1-chinese-prime-minister-li-keqiang-visited-a-mosque-and-seek-protection-to-the-country-from-coronavirus-2-chinese-president-xi-jinping-visited-a-mosque-in-china-after-realizing-the-fact-that-only,"['prime', 'minister', 'li', 'keqiang', 'visited', 'protection', 'country', 'chinese', 'president', 'xi', 'jinping', 'visited', 'china', 'realizing', 'fact', 'allah', 'china', 'epidemic']"
Rinsing your mouth with salted water will prevent coronavirus infection.,FALSE,https://www.poynter.org/?ifcn_misinformation=rinsing-your-mouth-with-salted-water-will-prevent-coronavirus-infection,"['rinsing', 'mouth', 'salted', 'water', 'prevent', 'infection']"
"First case of coronavirus in San Vicente del Raspeig (Alicante, Spain).",FALSE,https://www.poynter.org/?ifcn_misinformation=first-case-of-coronavirus-in-san-vicente-del-raspeig-alicante-spain,"['case', 'san', 'vicente', 'raspeig', 'alicante', 'spain']"
There are 40 thousand Chinese foreign workers in Morowali that are quarantined with Corona Virus?,FALSE,https://www.poynter.org/?ifcn_misinformation=there-are-40-thousand-chinese-foreign-workers-in-morowali-that-are-quarantined-with-corona-virus,"['worker', 'chinese', 'morowali', 'quarantined', 'virus']"
Indian daily falsely links study to coronavirus in digital edition and then changes it.,Misleading,https://www.poynter.org/?ifcn_misinformation=indian-daily-falsely-links-study-to-coronavirus-in-digital-edition-and-then-changes-it,"['chang', 'study', 'edition', 'link']"
The Simpsons predicted the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-simpsons-predicted-the-coronavirus,"['simpsons', 'predicted']"
2019 novel coronavirus contains “pShuttle-SN” sequence proving laboratory origin.,Inaccurate,https://www.poynter.org/?ifcn_misinformation=2019-novel-coronavirus-contains-pshuttle-sn-sequence-proving-laboratory-origin,"['contain', 'novel', 'sequence', 'proving', 'laboratory', 'origin']"
Farts recorded by infrared temperature sensors recently installed in airports and train stations to monitor temperatures of passengers amid coronavirus outbreak can screen them all.,Misleading,https://www.poynter.org/?ifcn_misinformation=farts-recorded-by-infrared-temperature-sensors-recently-installed-in-airports-and-train-stations-to-monitor-temperatures-of-passengers-amid-coronavirus-outbreak-can-screen-them-all,"['fart', 'sensor', 'airport', 'station', 'temperatur', 'passeng', 'recorded', 'temperature', 'installed', 'train', 'screen']"
A case of the novel coronavirus was registered in a hospital in Maranhão.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-case-of-the-novel-coronavirus-was-registered-in-a-hospital-in-maranhao,"['case', 'novel', 'registered', 'hospital', 'maranhão']"
Coronavirus found in Broiler Chicken,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-found-in-broiler-chicken-2,"['found', 'broiler', 'chicken']"
Video from China show people fleeing from coronavirus quarantine,FALSE,https://www.poynter.org/?ifcn_misinformation=video-from-china-show-people-fleeing-from-coronavirus-quarantine,"['peopl', 'china', 'fleeing', 'quarantine']"
This image is related to the coronavirus outbreak.,Fake,https://www.poynter.org/?ifcn_misinformation=this-image-is-related-to-the-coronavirus-outbreak,"['image', 'related']"
Broiler chickens were found to have coronavirus in Mumbai.,FALSE,https://www.poynter.org/?ifcn_misinformation=broiler-chickens-were-found-to-have-coronavirus-in-mumbai,"['chicken', 'broiler', 'found', 'mumbai']"
Pigs mulled in China blamed for coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=pigs-mulled-in-china-blamed-for-coronavirus,"['pigs', 'mulled', 'china', 'blamed']"
Prime Minister of China visited a mosque and realised that the only way to protect oneself from coronavirus is to bow before Allah.,FALSE,https://www.poynter.org/?ifcn_misinformation=prime-minister-of-china-visited-a-mosque-and-realised-that-the-only-way-to-protect-oneself-from-coronavirus-is-to-bow-before-allah,"['mosqu', 'prime', 'minister', 'china', 'visited', 'realised', 'way', 'protect', 'allah']"
A doctor called Leslie Chow discovered the coronavirus and died due to contact with coronavirus patients.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-doctor-called-leslie-chow-discovered-the-coronavirus-and-died-due-to-contact-with-coronavirus-patients,"['patient', 'doctor', 'called', 'leslie', 'chow', 'discovered', 'died', 'contact']"
"An Israeli spy (Dany Shoham) claims that the new coronavirus is linked to the Chinese secret program for the production of biological weapons at the Institute of Virology in Wuhan, the epicenter of the infection.",FALSE,https://www.poynter.org/?ifcn_misinformation=an-israeli-spy-dany-shoham-claims-that-the-new-coronavirus-is-linked-to-the-chinese-secret-program-for-the-production-of-biological-weapons-at-the-institute-of-virology-in-wuhan-the-epicenter-of-th,"['weapon', 'israeli', 'spy', 'dany', 'shoham', 'linked', 'program', 'production', 'institute', 'virology', 'wuhan', 'epicenter', 'infection']"
Video shows bat infestation under a tiled roof claims to be the source of coronavirus in China’s Hubei.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-shows-bat-infestation-under-a-tiled-roof-claims-to-be-the-source-of-coronavirus-in-chinas-hubei,"['show', 'infestation', 'tiled', 'source', 'china', 'hubei']"
Does chicken cause coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=does-chicken-cause-coronavirus,"['chicken', 'cause']"
"“Kochi Prefectural Assembly, who returned from Wuhan, refused the test, while it was infected with coronavirus”",FALSE,https://www.poynter.org/?ifcn_misinformation=kochi-prefectural-assembly-who-returned-from-wuhan-refused-the-test-while-it-was-infected-with-coronavirus,"['kochi', 'prefectural', 'assembly', 'returned', 'wuhan', 'refused', 'test', 'infected']"
A Sri Lankan Girl Finding A Cure For coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-sri-lankan-girl-finding-a-cure-for-coronavirus,"['sri', 'lankan', 'girl', 'finding', 'cure']"
A Sri Lankan Girl Finding A Cure For coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-sri-lankan-girl-finding-a-cure-for-coronavirus,"['sri', 'lankan', 'girl', 'finding', 'cure']"
Video of Chinese Prime Minister Li Keqiang visiting a Mosque and offering prayers seeking protection to the country from coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-of-chinese-prime-minister-li-keqiang-visiting-a-mosque-and-offering-prayers-seeking-protection-to-the-country-from-coronavirus,"['prayer', 'chinese', 'prime', 'minister', 'li', 'keqiang', 'visiting', 'mosque', 'offering', 'seeking', 'protection', 'country']"
Coronavirus is not new as there is a vaccine for dogs that prevents it,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-is-not-new-as-there-is-a-vaccine-for-dogs-that-prevents-it,"['dog', 'prevent', 'vaccine']"
New Confirmed Case Of coronavirus In The Macarthur Region of Australia!,FALSE,https://www.poynter.org/?ifcn_misinformation=new-confirmed-case-of-coronavirus-in-the-macarthur-region-of-australia,"['new', 'confirmed', 'case', 'macarthur', 'region', 'australia']"
Video of a family died due to novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-of-a-family-died-due-to-novel-coronavirus,"['family', 'died', 'novel']"
Chinese CDC: Tea can reduce the risk of getting coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=chinese-cdc-tea-can-reduce-the-risk-of-getting-coronavirus,"['cdc', 'tea', 'reduce', 'risk', 'getting']"
Study indicated that black tea and Pu’er tea can help to prevent coronavirus,FALSE,https://www.poynter.org/?ifcn_misinformation=study-indicated-that-black-tea-and-puer-tea-can-help-to-prevent-coronavirus,"['study', 'indicated', 'tea', 'pu', 'er', 'tea', 'help', 'prevent']"
Corona Virus Victim Secretly Cremated.,FALSE,https://www.poynter.org/?ifcn_misinformation=corona-virus-victim-secretly-cremated,"['virus', 'victim', 'secretly', 'cremated']"
Corona Virus Can be Transmitted Through Sweat of Chinese Canned Food Factory Workers,FALSE,https://www.poynter.org/?ifcn_misinformation=corona-virus-can-be-transmitted-through-sweat-of-chinese-canned-food-factory-workers,"['worker', 'virus', 'transmitted', 'sweat', 'chinese', 'canned', 'food', 'factory']"
"Coronavirus killed 1,12,000 people and infected 28 lakh in China.",mostly false,https://www.poynter.org/?ifcn_misinformation=coronavirus-killed-112000-people-and-infected-28-lakh-in-china,"['peopl', 'killed', 'infected', 'china']"
Sri Lanka eradicated coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=sri-lanka-eradicated-coronavirus,"['sri', 'lanka', 'eradicated']"
Doctor fainting durying surgery to a coronavirus patient.,FALSE,https://www.poynter.org/?ifcn_misinformation=doctor-fainting-durying-surgery-to-a-coronavirus-patient,"['doctor', 'fainting', 'durying', 'surgery', 'patient']"
Dettol sanitizer kills coronavirus and the company knew about the existence of the virus before the outbreak of the virus in China.,Misleading,https://www.poynter.org/?ifcn_misinformation=dettol-sanitizer-kills-coronavirus-and-the-company-knew-about-the-existence-of-the-virus-before-the-outbreak-of-the-virus-in-china,"['kill', 'dettol', 'sanitizer', 'company', 'knew', 'existence', 'virus', 'virus', 'china']"
There is a person with coronavirus in Galicia (February 4th).,FALSE,https://www.poynter.org/?ifcn_misinformation=there-is-a-person-with-coronavirus-in-galicia-february-4th,"['person', 'galicia', 'february']"
There is a person with coronavirus in Huelva (February 4th),FALSE,https://www.poynter.org/?ifcn_misinformation=there-is-a-person-with-coronavirus-in-huelva-february-4th,"['person', 'huelva', 'february']"
The Chinese Prime minister visited a mosque to gain protection for coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=the-chinese-prime-minister-visited-a-mosque-to-gain-protection-for-coronavirus,"['prime', 'minister', 'visited', 'gain', 'protection']"
A Postobon tank in Colombia was infected with coronavirus and all sodas were contaminated.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-postobon-tank-in-colombia-was-infected-with-coronavirus-and-all-sodas-were-contaminated,"['soda', 'postobon', 'tank', 'colombia', 'infected', 'contaminated']"
Alibaba Group founder Jack Ma gave US$5 million to a Filipino student who developed a vaccince for novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=alibaba-group-founder-jack-ma-gave-us5-million-to-a-filipino-student-who-developed-a-vaccince-for-novel-coronavirus,"['alibaba', 'group', 'founder', 'jack', 'gave', 'us', 'filipino', 'student', 'developed', 'vaccince', 'novel']"
A case of novel coronavirus in Huelva (Spain).,Misleading,https://www.poynter.org/?ifcn_misinformation=a-case-of-novel-coronavirus-in-huelva-spain,"['case', 'huelva', 'spain']"
The novel coronavirus (2019-nCoV) “will not spread” in the Philippines due to the country’s high temperature as well as relatively high humidity.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-novel-coronavirus-2019-ncov-will-not-spread-in-the-philippines-due-to-the-countrys-high-temperature-as-well-as-relatively-high-humidity,"['philippin', 'spread', 'country', 'temperature', 'humidity']"
Scientists from Australia create the first vaccine for novel coronavirus,FALSE,https://www.poynter.org/?ifcn_misinformation=scientists-from-australia-create-the-first-vaccine-for-novel-coronavirus,"['scientist', 'australia', 'vaccine', 'novel']"
Hubei district is filled with bats on their roofs which are the main source of coronavirus thus the virus spread there.,FALSE,https://www.poynter.org/?ifcn_misinformation=hubei-district-is-filled-with-bats-on-their-roofs-which-are-the-main-source-of-coronavirus-thus-the-virus-spread-there,"['bat', 'hubei', 'district', 'filled', 'source', 'spread']"
This is an image of coronavirus 2019-nCoV.,Misleading,https://www.poynter.org/?ifcn_misinformation=this-is-an-image-of-coronavirus-2019-ncov,['image']
Facebook post claimed that the pigs are being burnt alive in China to control Coronavirus.,Half True,https://www.poynter.org/?ifcn_misinformation=facebook-post-claimed-that-the-pigs-are-being-burnt-alive-in-china-to-control-coronavirus,"['pig', 'facebook', 'claimed', 'china', 'control']"
The religious beliefs of some Macedonian citizens are being used to disseminate panic and misinformation about the new coronavirus by manipulatively citing Russian texts for its outbreak in order to portray it as the beginning of a worldwide catastrophe.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-religious-beliefs-of-some-macedonian-citizens-are-being-used-to-disseminate-panic-and-misinformation-about-the-new-coronavirus-by-manipulatively-citing-russian-texts-for-its-outbreak-in-order-to-p,"['belief', 'citizen', 'used', 'disseminate', 'misinformation', 'citing', 'texts', 'order', 'portray', 'beginning', 'catastrophe']"
Says “the coronavirus was engineered by scientists in a lab.”,FALSE,https://www.poynter.org/?ifcn_misinformation=says-the-coronavirus-was-engineered-by-scientists-in-a-lab,"['scientist', 'engineered', 'says']"
The new coronavirus contains HIV “insertions” and shows signs of being created in a lab.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-new-coronavirus-contains-hiv-insertions-and-shows-signs-of-being-created-in-a-lab,"['contain', 'insert', 'sign', 'hiv', 'created', 'lab', 'show']"
The common flu kills 60 times more people annually than the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-common-flu-kills-60-times-more-people-annually-than-the-coronavirus,"['time', 'peopl', 'flu', 'kill']"
Coronavirus 2019-nCoV is as dangerous as plague and cholera.,No evidence,https://www.poynter.org/?ifcn_misinformation=coronavirus-2019-ncov-is-as-dangerous-as-plague-and-cholera,"['plague', 'cholera']"
Video in which a doctor faints whilst operating after being infected with coronavirus.,No evidence,https://www.poynter.org/?ifcn_misinformation=video-in-which-a-doctor-faints-whilst-operating-after-being-infected-with-coronavirus,"['faint', 'doctor', 'operating', 'infected']"
Can garlic water cure coronavirus?,Misleading,https://www.poynter.org/?ifcn_misinformation=can-garlic-water-cure-coronavirus,"['garlic', 'water', 'cure']"
In a video that went viral on social media we see a street market in the city of Wuhan in China from where the new coronavirus 2019-nCoV began to spread.,FALSE,https://www.poynter.org/?ifcn_misinformation=in-a-video-that-went-viral-on-social-media-we-see-a-street-market-in-the-city-of-wuhan-in-china-from-where-the-new-coronavirus-2019-ncov-began-to-spread,"['went', 'street', 'market', 'city', 'wuhan', 'china', 'began']"
Xi Jinping has said that Chinese scientists found cure for coronavirus in cow urine.,FALSE,https://www.poynter.org/?ifcn_misinformation=xi-jinping-has-said-that-chinese-scientists-found-cure-for-coronavirus-in-cow-urine,"['scientist', 'xi', 'jinping', 'said', 'found', 'cure', 'cow', 'urine']"
Video shows a doctor that faints while operating coronavirus because he got infected.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-shows-a-doctor-that-faints-while-operating-coronavirus-because-he-got-infected,"['show', 'faint', 'doctor', 'operating', 'got']"
Image of coronavirus victims in China.,FALSE,https://www.poynter.org/?ifcn_misinformation=image-of-coronavirus-victims-in-china,"['victim', 'image', 'china']"
Two Italian scientists were the first in isolate the coronavirus in Europe,FALSE,https://www.poynter.org/?ifcn_misinformation=two-italian-scientists-were-the-first-in-isolate-the-coronavirus-in-europe,"['scientist', 'europe']"
Video of the new hospital set up by China for coronavirus patients.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-of-the-new-hospital-set-up-by-china-for-coronavirus-patients,"['patient', 'hospital', 'set', 'china']"
"Coronavirus in Cecina (city in Tuscany, Italy).",Fake,https://www.poynter.org/?ifcn_misinformation=coronavirus-in-cecina-city-in-tuscany-italy,"['cecina', 'city', 'tuscany', 'italy']"
There are cases of coronavirus in Maturín city.,FALSE,https://www.poynter.org/?ifcn_misinformation=there-are-cases-of-coronavirus-in-maturin-city,"['case', 'maturín', 'city']"
Chinese Prime Minister Offering Namaz Amid coronavirus Scare.,FALSE,https://www.poynter.org/?ifcn_misinformation=chinese-prime-minister-offering-namaz-amid-coronavirus-scare,"['prime', 'minister', 'offering', 'namaz', 'amid', 'scare']"
"Coronavirus in Arezzo (city in Tuscany, Italy).",Fake,https://www.poynter.org/?ifcn_misinformation=coronavirus-in-arezzo-city-in-tuscany-italy,"['arezzo', 'city', 'tuscany', 'italy']"
27 patients with coronavirus in an hospital in Rome.,Fake,https://www.poynter.org/?ifcn_misinformation=27-patients-with-coronavirus-in-an-hospital-in-rome,"['patient', 'rome']"
A video of Pigs being buried in China with is related to the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-of-pigs-being-buried-in-china-with-is-related-to-the-coronavirus,"['pigs', 'buried', 'china', 'related']"
"Pigs burried in china, is it because of coronavirus?",FALSE,https://www.poynter.org/?ifcn_misinformation=pigs-burried-in-china-is-it-because-of-coronavirus,"['pigs', 'burried', 'china']"
A video of bat infested roof claimed to be from Hubei-china claiming it to be the source of coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-of-bat-infested-roof-claimed-to-be-from-hubei-china-claiming-it-to-be-the-source-of-coronavirus,"['bat', 'infested', 'roof', 'claimed', 'source']"
Bill Gates helped fund patent for coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-helped-fund-patent-for-coronavirus,"['bill', 'gates', 'helped', 'fund', 'patent']"
“You’re more likely to die of influenza right now” than the 2019 coronavirus.,HALF TRUE,https://www.poynter.org/?ifcn_misinformation=youre-more-likely-to-die-of-influenza-right-now-than-the-2019-coronavirus,[]
"Chlorine dioxide kits sold online under various names — Miracle Mineral Solution, Miracle Mineral Supplement, Master Mineral Solution — will cure coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=chlorine-dioxide-kits-sold-online-under-various-names-miracle-mineral-solution-miracle-mineral-supplement-master-mineral-solution-will-cure-coronavirus,"['kit', 'name', 'chlorine', 'dioxide', 'sold', 'miracle', 'mineral', 'solution', 'miracle', 'mineral', 'supplement', 'master', 'mineral', 'solution', 'cure']"
Can garlic soup cure coronavirus?,FALSE,https://www.poynter.org/?ifcn_misinformation=can-garlic-soup-cure-coronavirus,"['garlic', 'cure']"
Coronavirus contains “HIV insertions”.,Inaccurate,https://www.poynter.org/?ifcn_misinformation=coronavirus-contains-hiv-insertions,"['insert', 'hiv', 'contains']"
Twitter user posts viral image suggesting that cocaine kills coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=twitter-user-posts-viral-image-suggesting-that-cocaine-kills-coronavirus,"['kill', 'twitter', 'user', 'image', 'suggesting', 'cocaine']"
The new coronavirus can be cured by drinking one bowl of freshly boiled garlic water.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-new-coronavirus-can-be-cured-by-drinking-one-bowl-of-freshly-boiled-garlic-water,"['drinking', 'bowl', 'boiled', 'water']"
Can dettol kill coronavirus?,FALSE,https://www.poynter.org/?ifcn_misinformation=can-dettol-kill-coronavirus,"['dettol', 'kill']"
"Outbreak of the Wuhan coronavirus is a start of a depopulation programme. This, in turn, is based on Bill and Melinda Gates foundation links to the outbreak.",Conspiracy theory,https://www.poynter.org/?ifcn_misinformation=outbreak-of-the-wuhan-coronavirus-is-a-start-of-a-depopulation-programme-this-in-turn-is-based-on-bill-and-melinda-gates-foundation-links-to-the-outbreak,"['link', 'outbreak', 'wuhan', 'start', 'depopulation', 'turn', 'based', 'bill', 'melinda', 'gates', 'foundation']"
Picture of people lying on the street is being shared online with a caption that implies that the picture is related to the recent outbreak of coronavirus in China.,FALSE,https://www.poynter.org/?ifcn_misinformation=picture-of-people-lying-on-the-street-is-being-shared-online-with-a-caption-that-implies-that-the-picture-is-related-to-the-recent-outbreak-of-coronavirus-in-china,"['peopl', 'impli', 'picture', 'lying', 'street', 'shared', 'caption', 'picture', 'related', 'china']"
Coronavirus arrived in the Bosnia and Herzegovina.,Clickbait / disinformation,https://www.poynter.org/?ifcn_misinformation=coronavirus-arrived-in-the-bosnia-and-herzegovina,"['arrived', 'bosnia', 'herzegovina']"
The bottle of Dettol mentioned the coronavirus since October of 2019 and so the company knew that there was about to be an outbreak of the virus.,Misinformation / Conspiracy theory,https://www.poynter.org/?ifcn_misinformation=the-bottle-of-dettol-mentioned-the-coronavirus-since-october-of-2019-and-so-the-company-knew-that-there-was-about-to-be-an-outbreak-of-the-virus,"['bottle', 'dettol', 'mentioned', 'october', 'company', 'knew', 'virus']"
Scientists claim Wuhan coronavirus is HIV-1 engineered “super weapon”.,FALSE,https://www.poynter.org/?ifcn_misinformation=scientists-claim-wuhan-coronavirus-is-hiv-1-engineered-super-weapon,"['scientist', 'wuhan', 'engineered', 'weapon']"
Photo of people lying on the ground is caused by coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=photo-of-people-lying-on-the-ground-is-caused-by-coronavirus,"['peopl', 'photo', 'lying', 'ground', 'caused']"
"This is Leslie Chow, a doctor who died in China fighting coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=this-is-leslie-chow-a-doctor-who-died-in-china-fighting-coronavirus,"['leslie', 'chow', 'doctor', 'died', 'china', 'fighting']"
Italy is the first European Union country that has been able to isolate the coronavirus.,Fake,https://www.poynter.org/?ifcn_misinformation=italy-is-the-first-european-union-country-that-has-been-able-to-isolate-the-coronavirus,"['italy', 'european', 'union', 'country', 'isolate']"
"“The person in this Image came with the Chinese lady who was tested positive for coronavirus, fled away avoiding medical tests and is reportedly hidden in Delgoda (In Sri Lanka) area”",FALSE,https://www.poynter.org/?ifcn_misinformation=the-person-in-this-image-came-with-the-chinese-lady-who-was-tested-positive-for-coronavirus-fled-away-avoiding-medical-tests-and-is-reportedly-hidden-in-delgoda-in-sri-lanka-area,"['test', 'person', 'image', 'came', 'chinese', 'lady', 'tested', 'fled', 'avoiding', 'delgoda', 'sri', 'lanka', 'area']"
Garlic water prevents the novel coronavirus as proved by an old Chinese doctor.,FALSE,https://www.poynter.org/?ifcn_misinformation=garlic-water-prevents-the-novel-coronavirus-as-proved-by-an-old-chinese-doctor,"['prevent', 'water', 'proved', 'doctor']"
Says the coronavirus is “a MILITARY BIO-WEAPON Developed by China’s Army.”,FALSE,https://www.poynter.org/?ifcn_misinformation=says-the-coronavirus-is-a-military-bio-weapon-developed-by-chinas-army,"['military', 'developed', 'china', 'army', 'says']"
Consuming boiled ginger can cure novel coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=consuming-boiled-ginger-can-cure-novel-coronavirus,"['consuming', 'boiled', 'ginger', 'cure', 'novel']"
“Scientists found similar sequences in the coronavirus and in the HIV”,FALSE,https://www.poynter.org/?ifcn_misinformation=scientists-found-similar-sequences-in-the-coronavirus-and-in-the-hiv,"['scientist', 'sequenc', 'found', 'hiv']"
U.S. soldier stationed in Lithuania is the first confirmed case of coronavirus in the country.,FALSE,https://www.poynter.org/?ifcn_misinformation=u-s-soldier-stationed-in-lithuania-is-the-first-confirmed-case-of-coronavirus-in-the-country,"['soldier', 'stationed', 'lithuania', 'confirmed', 'case', 'country']"
Corona Virus Can be Transmitted Through Free Fire Game and Xiaomi Mobile Phones?,Misleading,https://www.poynter.org/?ifcn_misinformation=corona-virus-can-be-transmitted-through-free-fire-game-and-xiaomi-mobile-phones,"['phone', 'virus', 'transmitted', 'free', 'fire', 'game', 'xiaomi', 'mobile']"
"There are 5 Corona Virus Suspect Patients in Indonesia, one of whom died.",FALSE,https://www.poynter.org/?ifcn_misinformation=there-are-5-corona-virus-suspect-patients-in-indonesia-one-of-whom-died,"['virus', 'suspect', 'patients', 'indonesia', 'died']"
"Japan sent a medical team composed of 1,000 personnel to Wuhan, China, the epicenter the novel coronavirus (2019-nCoV) outbreak.",FALSE,https://www.poynter.org/?ifcn_misinformation=japan-sent-a-medical-team-composed-of-1000-personnel-to-wuhan-china-the-epicenter-the-novel-coronavirus-2019-ncov-outbreak,"['personnel', 'japan', 'sent', 'team', 'composed', 'wuhan', 'china', 'epicenter', 'novel', 'outbreak']"
The coronavirus responsible of COVID-19 is a mix of SRAS and HIV.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-responsible-of-covid-19-is-a-mix-of-sras-and-hiv,"['mix', 'sras', 'hiv']"
Social media posts that implied arrested Harvard professor Charles Lieber had a connection to the new coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=social-media-posts-that-implied-arrested-harvard-professor-charles-lieber-had-a-connection-to-the-new-coronavirus,"['implied', 'arrested', 'harvard', 'professor', 'charles', 'lieber', 'connection']"
Novel coronavirus is not a new virus.,Inaccurate,https://www.poynter.org/?ifcn_misinformation=novel-coronavirus-is-not-a-new-virus,"['novel', 'virus']"
Video shows a doctor falling down due to coronavirus disease.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-shows-a-doctor-falling-down-due-to-coronavirus-disease,"['show', 'doctor', 'falling', 'disease']"
