News,Tag,NewsLink
Video in which a doctor faints whilst operating after being infected with coronavirus.,No evidence,https://www.poynter.org/?ifcn_misinformation=video-in-which-a-doctor-faints-whilst-operating-after-being-infected-with-coronavirus
Can garlic water cure coronavirus?,Misleading,https://www.poynter.org/?ifcn_misinformation=can-garlic-water-cure-coronavirus
In a video that went viral on social media we see a street market in the city of Wuhan in China from where the new coronavirus 2019-nCoV began to spread.,FALSE,https://www.poynter.org/?ifcn_misinformation=in-a-video-that-went-viral-on-social-media-we-see-a-street-market-in-the-city-of-wuhan-in-china-from-where-the-new-coronavirus-2019-ncov-began-to-spread
Xi Jinping has said that Chinese scientists found cure for coronavirus in cow urine.,FALSE,https://www.poynter.org/?ifcn_misinformation=xi-jinping-has-said-that-chinese-scientists-found-cure-for-coronavirus-in-cow-urine
Video shows a doctor that faints while operating coronavirus because he got infected.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-shows-a-doctor-that-faints-while-operating-coronavirus-because-he-got-infected
Image of coronavirus victims in China.,FALSE,https://www.poynter.org/?ifcn_misinformation=image-of-coronavirus-victims-in-china
Two Italian scientists were the first in isolate the coronavirus in Europe,FALSE,https://www.poynter.org/?ifcn_misinformation=two-italian-scientists-were-the-first-in-isolate-the-coronavirus-in-europe
Video of the new hospital set up by China for coronavirus patients.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-of-the-new-hospital-set-up-by-china-for-coronavirus-patients
"Coronavirus in Cecina (city in Tuscany, Italy).",Fake,https://www.poynter.org/?ifcn_misinformation=coronavirus-in-cecina-city-in-tuscany-italy
There are cases of coronavirus in Maturín city.,FALSE,https://www.poynter.org/?ifcn_misinformation=there-are-cases-of-coronavirus-in-maturin-city
Chinese Prime Minister Offering Namaz Amid coronavirus Scare.,FALSE,https://www.poynter.org/?ifcn_misinformation=chinese-prime-minister-offering-namaz-amid-coronavirus-scare
"Coronavirus in Arezzo (city in Tuscany, Italy).",Fake,https://www.poynter.org/?ifcn_misinformation=coronavirus-in-arezzo-city-in-tuscany-italy
27 patients with coronavirus in an hospital in Rome.,Fake,https://www.poynter.org/?ifcn_misinformation=27-patients-with-coronavirus-in-an-hospital-in-rome
A video of Pigs being buried in China with is related to the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-of-pigs-being-buried-in-china-with-is-related-to-the-coronavirus
"Pigs burried in china, is it because of coronavirus?",FALSE,https://www.poynter.org/?ifcn_misinformation=pigs-burried-in-china-is-it-because-of-coronavirus
Vitamin C can “stop” the new coronavirus.,(Org. doesn't apply rating),https://www.poynter.org/?ifcn_misinformation=vitamin-c-can-stop-the-new-coronavirus
A video of bat infested roof claimed to be from Hubei-china claiming it to be the source of coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-of-bat-infested-roof-claimed-to-be-from-hubei-china-claiming-it-to-be-the-source-of-coronavirus
Bill Gates helped fund patent for coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=bill-gates-helped-fund-patent-for-coronavirus
Scientists “are shocked to discover that weed kills coronavirus”.,Pants on Fire!,https://www.poynter.org/?ifcn_misinformation=scientists-are-shocked-to-discover-that-weed-kills-coronavirus
“You’re more likely to die of influenza right now” than the 2019 coronavirus.,HALF TRUE,https://www.poynter.org/?ifcn_misinformation=youre-more-likely-to-die-of-influenza-right-now-than-the-2019-coronavirus
"Chlorine dioxide kits sold online under various names — Miracle Mineral Solution, Miracle Mineral Supplement, Master Mineral Solution — will cure coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=chlorine-dioxide-kits-sold-online-under-various-names-miracle-mineral-solution-miracle-mineral-supplement-master-mineral-solution-will-cure-coronavirus
Can garlic soup cure coronavirus?,FALSE,https://www.poynter.org/?ifcn_misinformation=can-garlic-soup-cure-coronavirus
Coronavirus contains “HIV insertions”.,Inaccurate,https://www.poynter.org/?ifcn_misinformation=coronavirus-contains-hiv-insertions
Twitter user posts viral image suggesting that cocaine kills coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=twitter-user-posts-viral-image-suggesting-that-cocaine-kills-coronavirus
The new coronavirus can be cured by drinking one bowl of freshly boiled garlic water.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-new-coronavirus-can-be-cured-by-drinking-one-bowl-of-freshly-boiled-garlic-water
Can dettol kill coronavirus?,FALSE,https://www.poynter.org/?ifcn_misinformation=can-dettol-kill-coronavirus
"Outbreak of the Wuhan coronavirus is a start of a depopulation programme. This, in turn, is based on Bill and Melinda Gates foundation links to the outbreak.",Conspiracy theory,https://www.poynter.org/?ifcn_misinformation=outbreak-of-the-wuhan-coronavirus-is-a-start-of-a-depopulation-programme-this-in-turn-is-based-on-bill-and-melinda-gates-foundation-links-to-the-outbreak
Picture of people lying on the street is being shared online with a caption that implies that the picture is related to the recent outbreak of coronavirus in China.,FALSE,https://www.poynter.org/?ifcn_misinformation=picture-of-people-lying-on-the-street-is-being-shared-online-with-a-caption-that-implies-that-the-picture-is-related-to-the-recent-outbreak-of-coronavirus-in-china
Coronavirus arrived in the Bosnia and Herzegovina.,Clickbait / disinformation,https://www.poynter.org/?ifcn_misinformation=coronavirus-arrived-in-the-bosnia-and-herzegovina
The bottle of Dettol mentioned the coronavirus since October of 2019 and so the company knew that there was about to be an outbreak of the virus.,Misinformation / Conspiracy theory,https://www.poynter.org/?ifcn_misinformation=the-bottle-of-dettol-mentioned-the-coronavirus-since-october-of-2019-and-so-the-company-knew-that-there-was-about-to-be-an-outbreak-of-the-virus
Scientists claim Wuhan coronavirus is HIV-1 engineered “super weapon”.,FALSE,https://www.poynter.org/?ifcn_misinformation=scientists-claim-wuhan-coronavirus-is-hiv-1-engineered-super-weapon
Photo of people lying on the ground is caused by coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=photo-of-people-lying-on-the-ground-is-caused-by-coronavirus
"This is Leslie Chow, a doctor who died in China fighting coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=this-is-leslie-chow-a-doctor-who-died-in-china-fighting-coronavirus
Italy is the first European Union country that has been able to isolate the coronavirus.,Fake,https://www.poynter.org/?ifcn_misinformation=italy-is-the-first-european-union-country-that-has-been-able-to-isolate-the-coronavirus
"“The person in this Image came with the Chinese lady who was tested positive for coronavirus, fled away avoiding medical tests and is reportedly hidden in Delgoda (In Sri Lanka) area”",FALSE,https://www.poynter.org/?ifcn_misinformation=the-person-in-this-image-came-with-the-chinese-lady-who-was-tested-positive-for-coronavirus-fled-away-avoiding-medical-tests-and-is-reportedly-hidden-in-delgoda-in-sri-lanka-area
Garlic water prevents the novel coronavirus as proved by an old Chinese doctor.,FALSE,https://www.poynter.org/?ifcn_misinformation=garlic-water-prevents-the-novel-coronavirus-as-proved-by-an-old-chinese-doctor
Says the coronavirus is “a MILITARY BIO-WEAPON Developed by China’s Army.”,FALSE,https://www.poynter.org/?ifcn_misinformation=says-the-coronavirus-is-a-military-bio-weapon-developed-by-chinas-army
Consuming boiled ginger can cure novel coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=consuming-boiled-ginger-can-cure-novel-coronavirus
“Scientists found similar sequences in the coronavirus and in the HIV”,FALSE,https://www.poynter.org/?ifcn_misinformation=scientists-found-similar-sequences-in-the-coronavirus-and-in-the-hiv
Facts about coronavirus outbreak.,Explanatory,https://www.poynter.org/?ifcn_misinformation=facts-about-coronavirus-outbreak
U.S. soldier stationed in Lithuania is the first confirmed case of coronavirus in the country.,FALSE,https://www.poynter.org/?ifcn_misinformation=u-s-soldier-stationed-in-lithuania-is-the-first-confirmed-case-of-coronavirus-in-the-country
Corona Virus Can be Transmitted Through Free Fire Game and Xiaomi Mobile Phones?,Misleading,https://www.poynter.org/?ifcn_misinformation=corona-virus-can-be-transmitted-through-free-fire-game-and-xiaomi-mobile-phones
"There are 5 Corona Virus Suspect Patients in Indonesia, one of whom died.",FALSE,https://www.poynter.org/?ifcn_misinformation=there-are-5-corona-virus-suspect-patients-in-indonesia-one-of-whom-died
"Japan sent a medical team composed of 1,000 personnel to Wuhan, China, the epicenter the novel coronavirus (2019-nCoV) outbreak.",FALSE,https://www.poynter.org/?ifcn_misinformation=japan-sent-a-medical-team-composed-of-1000-personnel-to-wuhan-china-the-epicenter-the-novel-coronavirus-2019-ncov-outbreak
The coronavirus responsible of COVID-19 is a mix of SRAS and HIV.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-responsible-of-covid-19-is-a-mix-of-sras-and-hiv
Social media posts that implied arrested Harvard professor Charles Lieber had a connection to the new coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=social-media-posts-that-implied-arrested-harvard-professor-charles-lieber-had-a-connection-to-the-new-coronavirus
Novel coronavirus is not a new virus.,Inaccurate,https://www.poynter.org/?ifcn_misinformation=novel-coronavirus-is-not-a-new-virus
Video shows a doctor falling down due to coronavirus disease.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-shows-a-doctor-falling-down-due-to-coronavirus-disease
"“How to prevent the coronavirus (…) Drink fennel tea twice a day. Fennel tea has the same component as Tamiflu medicine, used to treat H1N1”.",FALSE,https://www.poynter.org/?ifcn_misinformation=how-to-prevent-the-coronavirus-drink-fennel-tea-twice-a-day-fennel-tea-has-the-same-component-as-tamiflu-medicine-used-to-treat-h1n1
Corona Virus Has Been Discovered Since 2012 by Ali Mohamed Zaki?,Misleading,https://www.poynter.org/?ifcn_misinformation=corona-virus-has-been-discovered-since-2012-by-ali-mohamed-zaki
"Corpses are scattered across a street in Wuhan, China after being infected with the novel coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=corpses-are-scattered-across-a-street-in-wuhan-china-after-being-infected-with-the-novel-coronavirus
Corpses are strewn in China due to coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=corpses-are-strewn-in-china-due-to-coronavirus
There is a link between the coronavirus 2019-nCoV and irregular migration.,No evidence,https://www.poynter.org/?ifcn_misinformation=there-is-a-link-between-the-coronavirus-2019-ncov-and-irregular-migration
Says the coronavirus isn’t new because “Lysol has it listed as one of the viruses that it kills.”,FALSE,https://www.poynter.org/?ifcn_misinformation=says-the-coronavirus-isnt-new-because-lysol-has-it-listed-as-one-of-the-viruses-that-it-kills
"Video shows a market in the Chinese city of Wuhan, where the deadly coronavirus strain emerged.",FALSE,https://www.poynter.org/?ifcn_misinformation=video-shows-a-market-in-the-chinese-city-of-wuhan-where-the-deadly-coronavirus-strain-emerged
"The coronavirus is a “virus weapon”, as lethal as Ebola. Everyone who is infected dies.",FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-is-a-virus-weapon-as-lethal-as-ebola-everyone-who-is-infected-dies
The Lysol and coronavirus conspiracy: “2019-nCoV is old and there is already a cure to it”,FALSE,https://www.poynter.org/?ifcn_misinformation=the-lysol-and-coronavirus-conspiracy-2019-ncov-is-old-and-there-is-already-a-cure-to-it
Over 1.500 people have died because of coronavirus,FALSE,https://www.poynter.org/?ifcn_misinformation=over-1-500-people-have-died-because-of-coronavirus
A dry throat make you more vulnerable to be infected by coronavirus.,Fake,https://www.poynter.org/?ifcn_misinformation=a-dry-throat-make-you-more-vulnerable-to-be-infected-by-coronavirus
"The coronavirus 2019-nCoV was patented in the past and is human-made, a project in which the Bill and Melinda Gates foundation is involved.",Misinformation / Conspiracy theory,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-2019-ncov-was-patented-in-the-past-and-is-human-made-a-project-in-which-the-bill-and-melinda-gates-foundation-is-involved
A huge container of soda drinks was infected wirh coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-huge-container-of-soda-drinks-was-infected-wirh-coronavirus
Doctors reccomend vitamin C and fennel seed tea to help avoid the novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=doctors-reccomend-vitamin-c-and-fennel-seed-tea-to-help-avoid-the-novel-coronavirus
Coronavirus was created in the lab in order to destroy the Chinese economy. The vaccine is already available.,"Pseudoscience, fake news, disinformation",https://www.poynter.org/?ifcn_misinformation=coronavirus-was-created-in-the-lab-in-order-to-destroy-the-chinese-economy-the-vaccine-is-already-available
"franceinfo hosted a chat with a scientist in order to answer questions about the coronavirus, including fake news",Explanatory,https://www.poynter.org/?ifcn_misinformation=franceinfo-hosted-a-chat-with-a-scientist-in-order-to-answer-questions-about-the-coronavirus-including-fake-news
Coronavirus is enabled by 5G technology.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-is-enabled-by-5g-technology
"Market video where ‘the coronavirus began’, was not recorded in Wuhan but in Indonesia.",FALSE,https://www.poynter.org/?ifcn_misinformation=market-video-where-the-coronavirus-began-was-not-recorded-in-wuhan-but-in-indonesia
"Scientists and experts answer questions and rumors about the coronavirus (bat soup, Wuhan P4 Laboratory, patented virus, people collapsing, etc).",FALSE,https://www.poynter.org/?ifcn_misinformation=scientists-and-experts-answer-questions-and-rumors-about-the-coronavirus-bat-soup-wuhan-p4-laboratory-patented-virus-people-collapsing-etc
Somebody took patent on coronavirus and vaccine in 2004,Fake,https://www.poynter.org/?ifcn_misinformation=somebody-took-patent-on-coronavirus-and-vaccine-in-2004
China builds a hospital in 48 hours for coronavirus patients.,FALSE,https://www.poynter.org/?ifcn_misinformation=china-builds-a-hospital-in-48-hours-for-coronavirus-patients
Facebook user alleged coronavirus is unknown and kills in seconds.,FALSE,https://www.poynter.org/?ifcn_misinformation=facebook-user-alleged-coronavirus-is-unknown-and-kills-in-seconds
People lying on the streets claimed to be victims of the coronavirus in China,FALSE,https://www.poynter.org/?ifcn_misinformation=people-lying-on-the-streets-claimed-to-be-victims-of-the-coronavirus-in-china
China builds a hospital in 48 hours for coronavius patients.,FALSE,https://www.poynter.org/?ifcn_misinformation=china-builds-a-hospital-in-48-hours-for-coronavius-patients
Facebook page suggests a bowl of garlic cures “Wuhan’s” coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=facebook-page-suggests-a-bowl-of-garlic-cures-wuhans-coronavirus
Coronavirus “arrived” to Cúcuta in Colombia.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-arrived-to-cucuta-in-colombia
"The coronavirus was called a “plague” by the WHO, and that 2.9 million were infected while 950,680 people had died",FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-was-called-a-plague-by-the-who-and-that-2-9-million-were-infected-while-950680-people-had-died
Post On coronavirus Outbreak Attributed To Health Ministry Advisory.,Fake,https://www.poynter.org/?ifcn_misinformation=post-on-coronavirus-outbreak-attributed-to-health-ministry-advisory
All the soldiers in South Korea cannot go on leave because of the novel coronavirus(2019-nCoV) outbreak.,Misleading,https://www.poynter.org/?ifcn_misinformation=all-the-soldiers-in-south-korea-cannot-go-on-leave-because-of-the-novel-coronavirus2019-ncov-outbreak
Publication broadcasts a video of “the market of terror from which the coronavirus originated”.,FALSE,https://www.poynter.org/?ifcn_misinformation=publication-broadcasts-a-video-of-the-market-of-terror-from-which-the-coronavirus-originated
Mélange Of Unrelated Videos From China Shared Misleadingly In Context To Recent Corona Virus Outbreak.,FALSE,https://www.poynter.org/?ifcn_misinformation=melange-of-unrelated-videos-from-china-shared-misleadingly-in-context-to-recent-corona-virus-outbreak
Novel coronavirus is commuicated by package or imported goods shipping from China to Korea.,FALSE,https://www.poynter.org/?ifcn_misinformation=novel-coronavirus-is-commuicated-by-package-or-imported-goods-shipping-from-china-to-korea
The Chinese government announced on official document “Garlic is a preventive food for Novel coronavirus.”,FALSE,https://www.poynter.org/?ifcn_misinformation=the-chinese-government-announced-on-official-document-garlic-is-a-preventive-food-for-novel-coronavirus
Video of a woman eating bat soup and its relation with the coronavirus outbreak.,No evidence,https://www.poynter.org/?ifcn_misinformation=video-of-a-woman-eating-bat-soup-and-its-relation-with-the-coronavirus-outbreak
A video of a girl is being shared on social media where she collapsed in a store and claims are being made that she was affected by coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-of-a-girl-is-being-shared-on-social-media-where-she-collapsed-in-a-store-and-claims-are-being-made-that-she-was-affected-by-coronavirus
Video of a plate of bat soup that allegedly started the coronavirus outbreak.,No evidence,https://www.poynter.org/?ifcn_misinformation=video-of-a-plate-of-bat-soup-that-allegedly-started-the-coronavirus-outbreak
"Chinese pet owners are killing their cats and dogs by throwing them out of the window, in fear of their pets spreading the coronavirus. This comes after memos were issued by authorities for pet owners to get rid of their animals.",False connection,https://www.poynter.org/?ifcn_misinformation=chinese-pet-owners-are-killing-their-cats-and-dogs-by-throwing-them-out-of-the-window-in-fear-of-their-pets-spreading-the-coronavirus-this-comes-after-memos-were-issued-by-authorities-for-pet-owners
"The biological research laboratory Ruilan Bao Hu San Biotech Limited in Shanghai, the city where #coronarvirus originated, has a logo like that of the Umbrella Corporation of RESIDENT EVIL and corona is an anagram for Racoon. WTF",FALSE,https://www.poynter.org/?ifcn_misinformation=the-biological-research-laboratory-ruilan-bao-hu-san-biotech-limited-in-shanghai-the-city-where-coronarvirus-originated-has-a-logo-like-that-of-the-umbrella-corporation-of-resident-evil-and-corona
The Canadian Ministry of Health issued a press release which states that they are taking security measures to combat the coronavirus 2019-nCoV.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-canadian-ministry-of-health-issued-a-press-release-which-states-that-they-are-taking-security-measures-to-combat-the-coronavirus-2019-ncov
Coronavirus appears in the Balkan region.,Clickbait / disinformation,https://www.poynter.org/?ifcn_misinformation=coronavirus-appears-in-the-balkan-region
"Manir Hossain, a 23-year-old man from India’s Tripura, had died in a hospital in Malaysia due to coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=manir-hossain-a-23-year-old-man-from-indias-tripura-had-died-in-a-hospital-in-malaysia-due-to-coronavirus
Authors of a tabletop exercise in Oct 2019 predicted that Wuhan coronavirus might kill 65 million people.,False headline,https://www.poynter.org/?ifcn_misinformation=authors-of-a-tabletop-exercise-in-oct-2019-predicted-that-wuhan-coronavirus-might-kill-65-million-people
Gates Foundation funded development of coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=gates-foundation-funded-development-of-coronavirus
Video of Wuhan market where the new coronavirus started to spread.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-of-wuhan-market-where-the-new-coronavirus-started-to-spread
The Canadian Department of Health issued an emergency notification reccomending that people keep their throats moist to protect from the novel coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-canadian-department-of-health-issued-an-emergency-notification-reccomending-that-people-keep-their-throats-moist-to-protect-from-the-novel-coronavirus
Wuhan Corona Virus crosses from the Bat Virus and the Pig Virus?,FALSE,https://www.poynter.org/?ifcn_misinformation=wuhan-corona-virus-crosses-from-the-bat-virus-and-the-pig-virus
Simpsons predicted the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=simpsons-predicted-the-coronavirus
“Tokyo Olympic Games 2020 will be canceled because of coronavirus.”,Misleading,https://www.poynter.org/?ifcn_misinformation=tokyo-olympic-games-2020-will-be-canceled-because-of-coronavirus
A Parasite Removal Video Shared In Relation With coronavirus,Misleading,https://www.poynter.org/?ifcn_misinformation=a-parasite-removal-video-shared-in-relation-with-coronavirus
“Five foods that help you not to get the coronavirus”,FALSE,https://www.poynter.org/?ifcn_misinformation=five-foods-that-help-you-not-to-get-the-coronavirus
"“Cocaine kills coronavirus, scientists is shocked to discover that this drug can fight the virus.”",Pants on Fire!,https://www.poynter.org/?ifcn_misinformation=cocaine-kills-coronavirus-scientists-is-shocked-to-discover-that-this-drug-can-fight-the-virus
Coronavirus has killed over 10.000 people,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-has-killed-over-10-000-people
"A bowl of freshly boiled garlic water can cure the novel coronavirus (2019-nCoV), according to a chain message that was spread on Facebook.",FALSE,https://www.poynter.org/?ifcn_misinformation=a-bowl-of-freshly-boiled-garlic-water-can-cure-the-novel-coronavirus-2019-ncov-according-to-a-chain-message-that-was-spread-on-facebook
We did a Q&amp;A on the facts about the coronavirus.,(Org. doesn't apply rating),https://www.poynter.org/?ifcn_misinformation=we-did-a-qa-on-the-facts-about-the-coronavirus
Coronavirus hits 15% fatality rate.,Inaccurate,https://www.poynter.org/?ifcn_misinformation=coronavirus-hits-15-fatality-rate
"A coronavirus case diagnosed in Atasehir hospital, Istanbul",FALSE,https://www.poynter.org/?ifcn_misinformation=a-coronavirus-case-diagnosed-in-atasehir-hospital-istanbul
Video of a doctor fainted on the floor after getting infected with coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-of-a-doctor-fainted-on-the-floor-after-getting-infected-with-coronavirus
Philippines’ “local mainstream media” didn’t report that the novel coronavirus (2019-nCoV) has a low mortality rate.,FALSE,https://www.poynter.org/?ifcn_misinformation=philippines-local-mainstream-media-didnt-report-that-the-novel-coronavirus-2019-ncov-has-a-low-mortality-rate
Coronavirus SARS-CoV-2 is a weapon developped in a chinese lab.,CONSPIRACY,https://www.poynter.org/?ifcn_misinformation=coronavirus-sars-cov-2-is-a-weapon-developped-in-a-chinese-lab
“Some Japanese people infected with the novel coronavirus were refused from a charter flight from Wuhan to Tokyo (on Jan.30) without any Japanese legal basis.”,FALSE,https://www.poynter.org/?ifcn_misinformation=some-japanese-people-infected-with-the-novel-coronavirus-were-refused-from-a-charter-flight-from-wuhan-to-tokyo-on-jan-30-without-any-japanese-legal-basis
Romania developed a coronavirus vaccine able to cure white people only.,FALSE,https://www.poynter.org/?ifcn_misinformation=romania-developed-a-coronavirus-vaccine-able-to-cure-white-people-only
Video of a girl dying of coronavirus in a shopping mall.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-of-a-girl-dying-of-coronavirus-in-a-shopping-mall
Health Ministry fired the doctor that diagnosed some coronavirus patients.,FALSE,https://www.poynter.org/?ifcn_misinformation=health-ministry-fired-the-doctor-that-diagnosed-some-coronavirus-patients
Coronavirus is in Des Moines.,Fake,https://www.poynter.org/?ifcn_misinformation=coronavirus-is-in-des-moines
This is the pircture of the first new Wuhan coronavirus hospital.,Misleading,https://www.poynter.org/?ifcn_misinformation=this-is-the-pircture-of-the-first-new-wuhan-coronavirus-hospital
Ministry of health’s emergency notification to the public about coronavirus outbreak.,FALSE,https://www.poynter.org/?ifcn_misinformation=ministry-of-healths-emergency-notification-to-the-public-about-coronavirus-outbreak
"Video of a market in Wuhan (China), the suspected origin of the coronavirus outbreak.",FALSE,https://www.poynter.org/?ifcn_misinformation=video-of-a-market-in-wuhan-china-the-suspected-origin-of-the-coronavirus-outbreak
Coronavirus killed 10.000 people in Wuhan.,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-killed-10-000-people-in-wuhan
The photograph (which shows people on the floor) shows the impact of coronavirus in China.,FALSE,https://www.poynter.org/?ifcn_misinformation=the-photograph-which-shows-people-on-the-floor-shows-the-impact-of-coronavirus-in-china
"There is a “positive” case of the novel coronavirus (nCoV) in a hospital in Banlic, Cabuyao City, Laguna, Philippines in January 2020.",FALSE,https://www.poynter.org/?ifcn_misinformation=there-is-a-positive-case-of-the-novel-coronavirus-ncov-in-a-hospital-in-banlic-cabuyao-city-laguna-philippines-in-january-2020
"Coronavirus was made in lab, with preexisting patents for a vaccine. The Bill and Melinda Gates foundation is involved in spreading the coronavirus.",FALSE,https://www.poynter.org/?ifcn_misinformation=coronavirus-was-made-in-lab-with-preexisting-patents-for-a-vaccine-the-bill-and-melinda-gates-foundation-is-involved-in-spreading-the-coronavirus
Vitamin C with Zinc prevent and treat the coronavirus infection.,FALSE,https://www.poynter.org/?ifcn_misinformation=vitamin-c-with-zinc-prevent-and-treat-the-coronavirus-infection
Chinese panic video over Corona Virus.,Misleading,https://www.poynter.org/?ifcn_misinformation=chinese-panic-video-over-corona-virus
Chinese panic video over Corona Virus.,Misleading,https://www.poynter.org/?ifcn_misinformation=chinese-panic-video-over-corona-virus
Video of a girl dying of coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=video-of-a-girl-dying-of-coronavirus
Chain message that says that Bill Gates patented the coronavirus.,Unsustainable,https://www.poynter.org/?ifcn_misinformation=chain-message-that-says-that-bill-gates-patented-the-coronavirus
"On the ocassion of the coronavirus, users in social media relate the Umbrella Corporation, from the videogame Resident Evil, with a Chinese company RLSW.",Misleading,https://www.poynter.org/?ifcn_misinformation=on-the-ocassion-of-the-coronavirus-users-in-social-media-relate-the-umbrella-corporation-from-the-videogame-resident-evil-with-a-chinese-company-rlsw
"The Chinese company Ruilan Bao Hu San Biotech Limited is the origin of the novel coronavirus. Its logo resemble the Umbrella Corporation, from the video game Resident Evil.",FALSE,https://www.poynter.org/?ifcn_misinformation=the-chinese-company-ruilan-bao-hu-san-biotech-limited-is-the-origin-of-the-novel-coronavirus-its-logo-resemble-the-umbrella-corporation-from-the-video-game-resident-evil
This video is taken in Wuhan (China) in the place of the outbreak of the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=this-video-is-taken-in-wuhan-china-in-the-place-of-the-outbreak-of-the-coronavirus
MMS can be very effective in both preventing and eradicating the coronavirus.,FALSE,https://www.poynter.org/?ifcn_misinformation=mms-can-be-very-effective-in-both-preventing-and-eradicating-the-coronavirus
"Scripps urgent care in San Diego is on lockdown, two people with coronavirus isolated.",Fake,https://www.poynter.org/?ifcn_misinformation=scripps-urgent-care-in-san-diego-is-on-lockdown-two-people-with-coronavirus-isolated
Emergency nofication issued by Health Ministry about coronavirus and recommendations,FALSE,https://www.poynter.org/?ifcn_misinformation=emergency-nofication-issued-by-health-ministry-about-coronavirus-and-recommendations
"On the ocassion of the coronavirus, posts in social media ensure that there have been pandemics in the 20’s for several centuries.",Partially false,https://www.poynter.org/?ifcn_misinformation=on-the-ocassion-of-the-coronavirus-posts-in-social-media-ensure-that-there-have-been-pandemics-in-the-20s-for-several-centuries
"The article includes a compilation of different false claims and manipulative photos: 1) false claim saying that there was identified infected person in Georgia, 2) false claim about banana being a source of spread of coronavirus, 3) false claim saying that chinese passengers getting fever medication, 4) false claim about Georgian doctors refusing to screen passengers on the coronavirus in the airport",Fake news,https://www.poynter.org/?ifcn_misinformation=the-article-includes-a-compilation-of-different-false-claims-and-manipulative-photos-1-false-claim-saying-that-there-was-identified-infected-person-in-georgia-2-false-claim-about-banana-being-a-so
Prevent coronavirus by drinking warm water.,FALSE,https://www.poynter.org/?ifcn_misinformation=prevent-coronavirus-by-drinking-warm-water
Government of India recommends homeopathy and other alternate medicines for preventing coronavirus.,Misleading,https://www.poynter.org/?ifcn_misinformation=government-of-india-recommends-homeopathy-and-other-alternate-medicines-for-preventing-coronavirus
China constructed an hospital for coronavirus in 48 hours.,FALSE,https://www.poynter.org/?ifcn_misinformation=china-constructed-an-hospital-for-coronavirus-in-48-hours
A tweet entitled “Risk of novel coronavirus and countermeasures” saying “The virus stays alive for 48 hours.” “The clothes need to be disinfected with alcohol and goggles to prevent corneal infection.” “Die without fever.”,FALSE,https://www.poynter.org/?ifcn_misinformation=a-tweet-entitled-risk-of-novel-coronavirus-and-countermeasures-saying-the-virus-stays-alive-for-48-hours-the-clothes-need-to-be-disinfected-with-alcohol-and-goggles-to-prevent-corneal-infection
Death toll in Wuhan due to coronavirus reaches 10 thousand people?,FALSE,https://www.poynter.org/?ifcn_misinformation=death-toll-in-wuhan-due-to-coronavirus-reaches-10-thousand-people
25 million infected and 40 thousand died in coronavirus epidemic.,FALSE,https://www.poynter.org/?ifcn_misinformation=25-million-infected-and-40-thousand-died-in-coronavirus-epidemic
This is the picture of the first new Wuhan coronavirus hospital.,Misleading,https://www.poynter.org/?ifcn_misinformation=this-is-the-picture-of-the-first-new-wuhan-coronavirus-hospital
